"x,","y","astig_1","defocus","astig_2"
1,10,-10.1952407146216,-9.46175362073066,-2.5643160011656
2,10,-9.0894147237052,-9.26699731627265,-1.7996047162292
3,10,-6.37182608311493,-7.9136799491397,-1.78017467168828
4,10,-5.87055852368342,-7.81306523464375,-3.22743949952881
5,10,-3.69894689718534,-7.01771958753845,-2.9253301960678
6,10,-1.67237205597429,-6.07987339476725,-2.33272879368041
7,10,-0.188926851443376,-5.07944191656717,-0.38789123508544
8,10,0.237480203823771,-4.67244751889856,-1.20648959812925
9,10,0.28250598011031,-4.80856773318835,0.194351205098871
10,10,0.688872570478116,-3.93514165311497,0.979351306956684
11,10,-1.93972912178016,-4.73726841163317,2.31302342466496
12,10,-2.2316864338227,-4.66187689893246,1.71702953716384
13,10,0.368980867995006,-3.53971987999418,1.45806234076745
14,10,0.735182189477997,-3.50307541839268,1.79973841413404
15,10,1.24181536648795,-3.23898029724195,0.00565363397289807
16,10,-0.328387244167122,-2.02861971462477,-0.617156617405501
17,10,-1.70161052283075,-2.40658376538472,-0.558840307380166
18,10,-0.218418535292879,-3.32407736497112,0.158883998696415
19,10,-1.58436208886042,-2.72288872294621,-0.0866488117372109
20,10,-1.31063027756306,-2.39141041277898,0.218599507458469
21,10,1.73257419973282,-4.17115082295453,-0.442065163099674
22,10,-2.02842023257354,-2.74999130822279,-0.255328740547402
23,10,-1.51071375012087,-2.94802561798804,0.665665790922407
24,10,1.61010599269993,-4.70002536781517,-0.183385891926796
25,10,0.927422241855227,-5.36783248211113,0.00148582021089803
26,10,-1.48001037879533,-3.56495033113472,-0.847249455773136
27,10,0.245845121068873,-3.68075798475825,-1.3786844330608
28,10,3.33032065602393,-4.56987818222998,-1.61853990532291
29,10,4.56109285101634,-5.2502823461043,-3.26998789321632
30,10,4.9157722275406,-6.53312926635798,-4.21216143488138
31,10,5.69937259472754,-7.2018430599802,-5.7568375312505
32,10,5.91221972050744,-7.45135089540309,-7.12104559830266
33,10,7.48281346414783,-7.60269499146216,-6.7513555927829
1,11,-10.4410472249058,-8.54750804426798,-3.24376108643698
2,11,-7.69173254327081,-8.1398015138888,-1.99897313013291
3,11,-5.76298360774487,-6.42831403700549,-1.19827552047881
4,11,-5.28706740315253,-6.33591936413768,-3.70588444697162
5,11,-0.869869615226228,-5.62023388677971,-3.98686547581081
6,11,-0.0741907716143932,-4.33175696485642,-1.93086347229405
7,11,-4.57085398148203,-5.56097845048355,1.74583262046721
8,11,-3.79826388420671,-5.3289678117096,2.06711039526275
9,11,0.127653062842456,-4.36962207719238,0.152407778461602
10,11,0.348253139930079,-3.47760021875353,0.897805250099889
11,11,-2.62765748174185,-4.56852742580869,2.09291537090741
12,11,-3.0366168711626,-4.56236672130535,1.17644761615283
13,11,0.643639939554061,-2.05409321136411,-0.359066298372583
14,11,-0.583438888173872,-2.5100514201981,0.58798995739043
15,11,-0.652804750218015,-2.4728350584383,-0.401358245696168
16,11,-0.145646735066928,-2.07793178978763,-1.28304202916942
17,11,-1.20687250516912,-2.68891794010003,-1.40798634713491
18,11,-1.14897049052955,-3.14276329762908,-0.353710848315674
19,11,-0.927216344721405,-3.11512782043658,0.415348387942035
20,11,-0.869498000980373,-2.46613172688056,-0.0780697251996808
21,11,0.309627059763319,-3.71672230220687,0.0288677303154361
22,11,-1.73888470989856,-2.78131469285769,0.046766118431287
23,11,-1.72788172091155,-2.99173348274581,0.608996039377749
24,11,0.0170600799821315,-4.88075659595988,-0.145393404726155
25,11,0.127535723833808,-4.91794795509405,0.0801002984397522
26,11,-2.14751862202787,-3.65094983440192,-0.511865198047099
27,11,1.41744604273746,-5.42925913876034,-1.55197621193012
28,11,1.93396756740359,-4.23383832718682,-1.5006905979186
29,11,3.58786096647611,-4.93979779024118,-4.14736111246731
30,11,3.54768500067054,-6.18029832616483,-5.21712046916728
31,11,5.11113177919313,-6.943758163595,-7.01061590364031
32,11,5.60787389892232,-7.23177555127039,-8.74640108002704
33,11,7.61595924651429,-7.41959092813671,-9.3977442101175
1,12,-7.80103497344619,-7.40781422141166,-6.10991186074894
2,12,-4.58201746662878,-6.25414396886834,-5.67433424327593
3,12,-3.63279999432056,-5.19781661530131,-4.44372687956296
4,12,-3.36938914824187,-5.57269265957376,-4.79373302839274
5,12,-1.46375597027183,-5.4945629112997,-4.85628972938527
6,12,-1.38719133476349,-4.47029065382007,-2.97734429793861
7,12,-1.03111583211157,-4.83629238442777,-2.78774640727005
8,12,-1.57488753831061,-5.6182118496558,-0.11511690990335
9,12,-2.04497973101968,-5.17596339404301,1.74206850236494
10,12,0.380161708435135,-3.59313261041625,3.00824355042398
11,12,0.166627921341206,-3.45616529855111,2.62454188290137
12,12,-0.884710111605488,-3.33887938473123,2.30066069690916
13,12,0.313524880662451,-2.81192783105985,0.174066816210398
14,12,-0.286727851519788,-2.40845401135181,0.128267296600238
15,12,-0.443660389145185,-2.36480552980577,-0.48585612685684
16,12,0.108683193843237,-2.16881924287908,-0.423359451371856
17,12,-0.770973775674486,-2.66544087087671,-0.49890899634953
18,12,-0.841168099949489,-3.11137373476336,-0.758250016968601
19,12,-0.72526902045563,-2.91622090738,-0.329309034688925
20,12,-1.34431234047802,-2.28112370849936,-0.457875167721817
21,12,0.795789284717081,-3.98709140649881,-1.13092255793562
22,12,-0.152124301953003,-3.48182974840825,-1.26430038119839
23,12,-2.00111795302898,-2.83654622407875,-0.100633044391416
24,12,-0.668810832082454,-4.61266995246956,-1.20423173132945
25,12,-0.117138450302182,-4.53041844454444,-1.75693595240546
26,12,-2.76385155475757,-3.9756234956642,-1.40071884218312
27,12,-2.24120397141063,-3.67141891513903,-0.272304281547346
28,12,0.773643308019166,-4.22383416238458,-1.37571449617564
29,12,2.62070548485217,-4.68109426187594,-4.46896056647939
30,12,2.45520950622725,-6.11805076948182,-5.6278714745127
31,12,4.62013261495892,-6.77449142495579,-7.85756441852918
32,12,2.19327836752386,-8.35493981422749,-11.7855584980084
33,12,6.65556879025395,-7.40989718657553,-9.559575693458
1,13,-2.81816042303569,-5.10086581876914,-5.27446746566036
2,13,-1.47384565356626,-5.01692644095593,-5.0757758968784
3,13,0.562580331404741,-4.55197050516805,-4.76214704994819
4,13,0.374591297808268,-4.42384743315233,-5.78341020635547
5,13,0.491894383054162,-4.31273680034163,-6.31104523248301
6,13,-0.144469657446885,-3.33152978050339,-5.26281977209288
7,13,-0.35053650640338,-3.46595194891526,-3.6834357198717
8,13,0.0691673425302097,-3.61498269388092,-3.35707111429688
9,13,0.793873442221938,-3.05595460753411,-1.3611402278688
10,13,-0.387784553403157,-2.85566991147101,-1.87874576572738
11,13,-0.896262411704804,-2.70369514179045,0.252845601413191
12,13,-1.51885126130096,-2.53328426067883,0.0625780684977221
13,13,-1.69602481621114,-2.03057060081596,-1.71103345192552
14,13,-1.61509690923685,-2.25507615203025,-0.866430714291516
15,13,-1.5915607130992,-2.40099505092523,-1.16863440303448
16,13,-1.10521724030801,-1.9999939838831,-1.14855733657564
17,13,-1.77113120970947,-2.78300864471274,-0.476130792463131
18,13,-1.48266111593596,-3.01339902977646,-1.2733383751054
19,13,-0.630751749866904,-3.02433992788745,-0.18380371996215
20,13,-1.53807367465047,-2.13068341735184,-0.216332590389601
21,13,0.460565627316894,-3.48451398380577,-0.653041045151377
22,13,-1.27966401267914,-3.03692398196284,-1.65345962352762
23,13,-1.27652480587585,-2.71250529636187,-0.0331139013164906
24,13,2.08152997519203,-3.59126794694358,-0.940846171874046
25,13,0.386399737990963,-4.25489842914358,-0.56803329446439
26,13,-2.23515499864831,-3.57047142597171,-0.259754043778171
27,13,-1.36852171916841,-3.04780574766144,0.439342052998975
28,13,0.396477122325931,-3.17493303373492,-0.656198134008326
29,13,1.22376867651884,-3.65519628065626,-4.24357452237296
30,13,2.36159873125347,-4.99896292187501,-4.93646648791567
31,13,3.67692132174909,-5.3566875468024,-6.9121952232115
32,13,0.535230336006198,-7.14371401067946,-11.9292553840572
33,13,4.6461435372121,-7.31012689789057,-8.17515308290485
1,14,-0.316009866123783,-4.18455191762392,-3.3262585795477
2,14,1.02760952737276,-3.94298412571704,-2.95621640334889
3,14,0.716350577540222,-3.43323886255043,-2.31866762251658
4,14,0.698078681947291,-3.73949581757717,-3.20238304224971
5,14,-0.419996828912411,-4.53375173134896,-4.48315281161062
6,14,-1.70024337772736,-3.62440164019653,-2.70287126983124
7,14,-0.480105833880469,-3.12329051180025,-2.31202547262994
8,14,1.1349708898176,-3.39205229612807,-3.25956357115513
9,14,1.07575299386979,-2.54708891002326,-2.11369253451547
10,14,-0.714873240119991,-2.07416173272377,-0.0192967832862867
11,14,-2.40841819941677,-2.81287580981608,0.595813265531788
12,14,-3.05367746159949,-2.51989071080225,-0.0179482852845567
13,14,-3.75141799096022,-2.28214681893585,-0.787300731464151
14,14,-2.98612674906753,-2.04704271331606,-0.30637329923707
15,14,-3.36828289582968,-2.11844222671955,-0.349595274473267
16,14,-1.93165979895377,-2.08768674913443,-0.00728374034090029
17,14,-2.03384014146462,-2.75302485488426,-0.36337485531547
18,14,-2.25585166443583,-2.87181722123367,-0.244869596425628
19,14,-1.52223715844255,-2.95044152702763,0.113366790427383
20,14,0.177608292063783,-2.73008924009192,-0.0623771808744823
21,14,0.1076359697035,-3.16734354019163,-1.28705615893847
22,14,-1.16936803750626,-2.87972396255646,-1.60068943763899
23,14,-0.626775396565326,-2.58076136979431,-0.39572726802127
24,14,0.921025624888692,-3.92926601688382,-0.953548484826976
25,14,0.658313669110366,-4.18898409263066,0.377805702923471
26,14,-1.74501233612355,-3.04393535827728,-0.822152905237486
27,14,-0.820236309353243,-2.49572484971129,0.305927596550817
28,14,-1.16693146152299,-3.26476429123056,-1.1657663406225
29,14,0.978485481720608,-3.0785117057747,-3.06679021231087
30,14,1.98249663400328,-4.04763980926092,-4.55821510029717
31,14,2.47021150652582,-5.03361971652354,-6.95017458108431
32,14,-0.527180584971097,-6.90692684574399,-11.4026539611181
33,14,3.16896866854683,-6.80450951584068,-8.15144775976351
